work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type
2024,Entry-level,Full-time,Data Scientist,113400,US,100,US,Medium,Remote
2024,Senior,Full-time,Data Engineer,147200,NL,0,NL,Large,Onsite
2022,Entry-level,Full-time,Machine Learning Engineer,93200,DE,0,DE,Large,Onsite
2023,Mid-level,Full-time,AI Engineer,163700,US,0,US,Large,Onsite
2023,Entry-level,Full-time,Data Analyst,78800,US,0,US,Large,Onsite
2024,Senior,Full-time,Data Analyst,168000,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,158400,US,50,US,Medium,Hybrid
2022,Mid-level,Full-time,Machine Learning Engineer,166900,DE,100,US,Medium,Remote
2024,Entry-level,Full-time,Business Intelligence Analyst,74400,DE,100,DE,Medium,Remote
2021,Entry-level,Full-time,Research Scientist,40800,IN,100,IN,Large,Remote
2024,Senior,Full-time,Business Intelligence Analyst,69000,IN,100,IN,Medium,Remote
2024,Senior,Full-time,Machine Learning Engineer,108100,IN,100,IN,Medium,Remote
2022,Executive,Full-time,Data Analyst,192800,US,100,US,Large,Remote
2024,Entry-level,Full-time,AI Engineer,103800,US,100,US,Medium,Remote
2023,Senior,Full-time,Analytics Engineer,107100,US,50,FR,Large,Hybrid
2022,Executive,Full-time,Data Scientist,211300,CA,0,CA,Medium,Onsite
2022,Mid-level,Full-time,Research Scientist,181400,US,100,US,Large,Remote
2022,Mid-level,Full-time,Data Scientist,191600,US,100,US,Small,Remote
2024,Executive,Full-time,Business Intelligence Analyst,72000,PT,50,PT,Medium,Hybrid
2023,Mid-level,Full-time,Data Science Manager,200300,US,100,US,Medium,Remote
2024,Senior,Full-time,Data Scientist,230100,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,158900,US,50,US,Large,Hybrid
2023,Senior,Full-time,Data Scientist,197500,US,100,CA,Medium,Remote
2021,Senior,Full-time,Data Engineer,65300,IN,0,IN,Large,Onsite
2021,Senior,Full-time,Data Scientist,206700,CA,100,CA,Large,Remote
2023,Senior,Full-time,Machine Learning Engineer,80200,IN,0,IN,Large,Onsite
2024,Entry-level,Full-time,AI Engineer,111700,US,0,US,Large,Onsite
2023,Entry-level,Full-time,Business Intelligence Analyst,33200,IN,0,IN,Medium,Onsite
2021,Mid-level,Full-time,AI Engineer,109800,DE,100,DE,Medium,Remote
2023,Senior,Full-time,Business Intelligence Analyst,129300,CA,0,CA,Medium,Onsite
2022,Senior,Full-time,Analytics Engineer,74300,NL,50,IN,Medium,Hybrid
2024,Mid-level,Freelance,Data Engineer,130500,US,50,US,Medium,Hybrid
2022,Senior,Full-time,Data Scientist,188300,US,0,US,Large,Onsite
2022,Entry-level,Full-time,Research Scientist,117100,US,100,US,Large,Remote
2024,Senior,Full-time,Machine Learning Engineer,86400,PT,0,PT,Medium,Onsite
2023,Entry-level,Full-time,Analytics Engineer,127400,BR,0,US,Medium,Onsite
2023,Executive,Full-time,Business Intelligence Analyst,207600,CA,50,CA,Medium,Hybrid
2024,Senior,Full-time,Analytics Engineer,211600,US,0,US,Large,Onsite
2023,Senior,Full-time,Data Engineer,205400,US,50,US,Medium,Hybrid
2022,Senior,Full-time,Data Scientist,209700,US,50,US,Medium,Hybrid
2022,Mid-level,Full-time,Data Architect,118800,US,100,US,Medium,Remote
2023,Senior,Full-time,Data Science Manager,237900,CA,100,CA,Medium,Remote
2021,Senior,Full-time,Data Engineer,154400,GB,0,GB,Medium,Onsite
2024,Entry-level,Full-time,Data Analyst,86000,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Machine Learning Engineer,157900,DE,100,DE,Medium,Remote
2023,Mid-level,Full-time,Research Scientist,157500,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,173600,US,0,US,Medium,Onsite
2020,Entry-level,Full-time,Data Analyst,72200,US,100,US,Medium,Remote
2023,Senior,Contract,Research Scientist,111800,IN,0,IN,Medium,Onsite
2023,Mid-level,Full-time,Data Scientist,194800,US,0,CA,Large,Onsite
2024,Entry-level,Full-time,Data Engineer,136800,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Analyst,117500,US,100,US,Small,Remote
2020,Senior,Freelance,Data Engineer,120300,DE,100,DE,Small,Remote
2022,Entry-level,Contract,Data Scientist,62200,GB,0,GB,Medium,Onsite
2020,Senior,Full-time,Data Architect,184600,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Analyst,150700,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Scientist,225600,US,100,US,Large,Remote
2024,Entry-level,Full-time,Data Scientist,90400,CA,0,CA,Medium,Onsite
2023,Mid-level,Full-time,Data Engineer,57200,BR,50,BR,Large,Hybrid
2022,Senior,Full-time,Data Engineer,223300,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Engineer,193100,US,100,US,Medium,Remote
2024,Executive,Full-time,Data Engineer,236400,US,0,US,Small,Onsite
2023,Entry-level,Full-time,Analytics Engineer,65700,US,0,US,Medium,Onsite
2024,Senior,Full-time,Analytics Engineer,227000,CH,50,CH,Large,Hybrid
2023,Executive,Full-time,Data Scientist,408000,US,50,US,Large,Hybrid
2024,Entry-level,Full-time,Data Architect,90300,US,0,US,Small,Onsite
2022,Entry-level,Full-time,Data Architect,102100,US,100,US,Medium,Remote
2022,Entry-level,Full-time,Business Intelligence Analyst,68900,US,0,US,Medium,Onsite
2023,Senior,Full-time,Analytics Engineer,211500,CA,0,CA,Large,Onsite
2024,Mid-level,Full-time,Data Engineer,80700,PL,0,PL,Large,Onsite
2023,Senior,Freelance,Data Scientist,81100,IN,0,IN,Medium,Onsite
2021,Entry-level,Contract,Data Analyst,67900,US,100,US,Medium,Remote
2021,Senior,Full-time,Data Architect,138300,IN,100,DE,Medium,Remote
2021,Senior,Full-time,Machine Learning Engineer,157400,DE,100,DE,Medium,Remote
2024,Entry-level,Full-time,Machine Learning Engineer,94900,DE,0,DE,Large,Onsite
2023,Executive,Full-time,Machine Learning Engineer,406000,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Machine Learning Engineer,127700,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,178300,US,0,US,Small,Onsite
2023,Mid-level,Full-time,Business Intelligence Analyst,121600,US,100,US,Small,Remote
2024,Entry-level,Full-time,Data Engineer,86700,US,0,US,Small,Onsite
2023,Entry-level,Full-time,Data Scientist,40800,IN,0,IN,Large,Onsite
2024,Senior,Full-time,Data Engineer,257900,US,50,US,Medium,Hybrid
2024,Mid-level,Full-time,Data Engineer,134100,DE,50,DE,Large,Hybrid
2023,Entry-level,Full-time,Data Analyst,70500,US,0,US,Small,Onsite
2022,Executive,Full-time,Data Scientist,76400,BR,50,BR,Medium,Hybrid
2024,Executive,Full-time,Analytics Engineer,226600,US,0,US,Medium,Onsite
2024,Executive,Full-time,Research Scientist,311700,US,100,US,Small,Remote
2021,Senior,Full-time,AI Engineer,247200,GB,100,GB,Large,Remote
2024,Senior,Full-time,Machine Learning Engineer,91200,US,100,BR,Medium,Remote
2023,Entry-level,Full-time,Business Intelligence Analyst,60000,FR,0,FR,Large,Onsite
2024,Mid-level,Full-time,Research Scientist,181700,US,0,US,Medium,Onsite
2023,Senior,Full-time,Business Intelligence Analyst,158300,US,0,US,Medium,Onsite
2022,Entry-level,Full-time,Data Science Manager,64500,ES,50,ES,Large,Hybrid
2024,Senior,Full-time,Data Scientist,157800,DE,0,DE,Small,Onsite
2021,Entry-level,Full-time,Data Science Manager,71200,AU,0,NL,Large,Onsite
2024,Mid-level,Part-time,Business Intelligence Analyst,88200,CH,100,CH,Large,Remote
2023,Senior,Full-time,Data Engineer,182400,GB,100,GB,Large,Remote
2024,Entry-level,Full-time,Data Architect,104400,US,50,US,Medium,Hybrid
2024,Mid-level,Full-time,Data Engineer,80700,CA,100,CA,Small,Remote
2022,Senior,Full-time,Analytics Engineer,140000,GB,100,GB,Medium,Remote
2024,Executive,Freelance,Data Science Manager,262100,GB,50,GB,Large,Hybrid
2024,Senior,Full-time,Data Science Manager,288800,US,100,US,Large,Remote
2023,Mid-level,Full-time,Machine Learning Engineer,152000,GB,0,GB,Large,Onsite
2024,Senior,Full-time,Data Scientist,282300,US,0,US,Medium,Onsite
2020,Senior,Full-time,Data Engineer,162700,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Analyst,92000,US,50,US,Large,Hybrid
2023,Senior,Full-time,Data Analyst,93800,GB,50,GB,Medium,Hybrid
2023,Senior,Full-time,Data Analyst,85800,FR,100,FR,Large,Remote
2024,Mid-level,Full-time,Data Engineer,117200,ES,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,127400,US,100,US,Medium,Remote
2024,Senior,Full-time,Analytics Engineer,165000,GB,0,DE,Large,Onsite
2022,Mid-level,Freelance,Business Intelligence Analyst,126100,US,100,US,Medium,Remote
2024,Senior,Full-time,Machine Learning Engineer,227100,US,50,US,Large,Hybrid
2021,Executive,Full-time,Data Analyst,128800,FR,100,FR,Medium,Remote
2022,Entry-level,Full-time,Machine Learning Engineer,116700,US,100,US,Large,Remote
2024,Mid-level,Full-time,Data Analyst,138100,GB,50,US,Small,Hybrid
2024,Senior,Full-time,Data Architect,248200,US,0,US,Medium,Onsite
2024,Senior,Contract,Analytics Engineer,326300,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Analyst,103800,PT,50,US,Medium,Hybrid
2024,Entry-level,Full-time,Data Engineer,109400,US,0,US,Large,Onsite
2023,Mid-level,Full-time,Data Scientist,53600,IN,50,IN,Small,Hybrid
2023,Mid-level,Full-time,Data Architect,226600,US,0,US,Medium,Onsite
2021,Senior,Full-time,AI Engineer,66000,BR,0,BR,Medium,Onsite
2023,Senior,Full-time,Data Analyst,158900,US,0,US,Medium,Onsite
2022,Entry-level,Full-time,Data Architect,102100,DE,100,DE,Medium,Remote
2023,Senior,Full-time,Data Engineer,212600,US,50,US,Medium,Hybrid
2021,Mid-level,Full-time,Business Intelligence Analyst,38500,IN,50,IN,Large,Hybrid
2024,Senior,Full-time,Data Architect,267100,US,100,US,Large,Remote
2021,Entry-level,Full-time,Business Intelligence Analyst,70100,US,100,US,Medium,Remote
2023,Senior,Full-time,Business Intelligence Analyst,180100,US,50,US,Small,Hybrid
2023,Senior,Full-time,Data Architect,184200,DE,50,DE,Medium,Hybrid
2021,Senior,Full-time,Data Engineer,215500,US,100,US,Large,Remote
2022,Senior,Full-time,Data Science Manager,269600,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Engineer,143300,CA,100,US,Medium,Remote
2023,Senior,Full-time,Data Engineer,217600,US,0,US,Medium,Onsite
2024,Senior,Full-time,Machine Learning Engineer,299900,US,100,US,Small,Remote
2024,Senior,Full-time,Machine Learning Engineer,155600,FR,50,FR,Medium,Hybrid
2024,Entry-level,Full-time,Research Scientist,92900,US,100,US,Small,Remote
2024,Mid-level,Full-time,Data Scientist,150800,US,0,US,Large,Onsite
2022,Mid-level,Full-time,Data Engineer,160100,US,100,US,Medium,Remote
2023,Senior,Full-time,Analytics Engineer,215100,US,100,US,Medium,Remote
2024,Senior,Full-time,Data Engineer,246100,US,50,US,Medium,Hybrid
2024,Entry-level,Full-time,Data Engineer,86500,US,100,US,Small,Remote
2021,Entry-level,Full-time,Data Scientist,110700,CH,100,CH,Medium,Remote
2023,Mid-level,Full-time,Data Engineer,149800,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,126600,US,100,US,Medium,Remote
2022,Entry-level,Full-time,Data Architect,112400,US,100,US,Medium,Remote
2021,Executive,Full-time,Business Intelligence Analyst,203700,US,100,US,Medium,Remote
2023,Senior,Full-time,AI Engineer,204900,CA,0,US,Large,Onsite
2022,Mid-level,Full-time,Data Analyst,140400,US,100,US,Medium,Remote
2024,Senior,Full-time,Analytics Engineer,157700,CH,0,CH,Medium,Onsite
2024,Senior,Full-time,Data Analyst,152300,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Data Analyst,94100,GB,100,GB,Small,Remote
2021,Senior,Full-time,Data Engineer,139900,US,100,US,Medium,Remote
2021,Mid-level,Full-time,Data Science Manager,228800,US,100,US,Large,Remote
2024,Senior,Full-time,Data Architect,168000,US,50,US,Medium,Hybrid
2023,Senior,Full-time,Business Intelligence Analyst,118900,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Analyst,147000,US,100,US,Medium,Remote
2024,Executive,Full-time,Data Science Manager,252500,DE,50,DE,Medium,Hybrid
2023,Senior,Full-time,Data Analyst,46300,US,100,BR,Medium,Remote
2024,Senior,Contract,Data Engineer,103600,US,100,IN,Medium,Remote
2022,Senior,Full-time,Business Intelligence Analyst,182200,US,0,US,Large,Onsite
2024,Senior,Full-time,Analytics Engineer,250500,US,0,US,Medium,Onsite
2022,Senior,Full-time,Research Scientist,224100,US,50,US,Medium,Hybrid
2023,Senior,Full-time,AI Engineer,228000,NL,100,NL,Large,Remote
2020,Senior,Full-time,Business Intelligence Analyst,166400,IN,0,US,Medium,Onsite
2023,Senior,Full-time,Data Engineer,193900,US,0,US,Medium,Onsite
2023,Senior,Full-time,Data Engineer,158300,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Engineer,71900,IN,0,IN,Medium,Onsite
2023,Mid-level,Full-time,Data Scientist,175100,US,50,US,Medium,Hybrid
2023,Executive,Full-time,Data Scientist,248900,GB,100,GB,Medium,Remote
2024,Entry-level,Full-time,Data Architect,149800,US,0,US,Large,Onsite
2020,Senior,Full-time,Data Architect,205900,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Business Intelligence Analyst,164300,US,0,CH,Large,Onsite
2023,Mid-level,Full-time,Business Intelligence Analyst,124800,US,50,US,Small,Hybrid
2023,Senior,Full-time,Data Scientist,218600,FR,50,CA,Medium,Hybrid
2024,Senior,Part-time,Research Scientist,106500,GB,50,GB,Large,Hybrid
2022,Entry-level,Full-time,Data Analyst,97100,CH,0,CH,Large,Onsite
2023,Senior,Full-time,Data Analyst,163900,US,0,US,Large,Onsite
2024,Mid-level,Full-time,Data Analyst,121200,US,50,US,Large,Hybrid
2023,Senior,Full-time,Research Scientist,164300,NL,0,NL,Large,Onsite
2022,Senior,Full-time,Data Engineer,224900,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Machine Learning Engineer,141600,US,50,US,Small,Hybrid
2024,Mid-level,Full-time,Business Intelligence Analyst,108500,US,0,US,Medium,Onsite
2022,Executive,Full-time,Analytics Engineer,219100,US,100,US,Small,Remote
2024,Mid-level,Full-time,Data Science Manager,196800,GB,0,GB,Small,Onsite
2022,Senior,Full-time,Research Scientist,203700,CH,100,CH,Large,Remote
2024,Entry-level,Full-time,Data Analyst,95200,US,100,US,Large,Remote
2021,Senior,Full-time,Machine Learning Engineer,220100,US,100,US,Medium,Remote
2021,Mid-level,Full-time,Data Scientist,138800,US,0,US,Large,Onsite
2023,Senior,Full-time,Data Scientist,244100,US,0,US,Medium,Onsite
2021,Entry-level,Full-time,Business Intelligence Analyst,79400,US,100,US,Medium,Remote
2021,Executive,Full-time,Machine Learning Engineer,106600,IN,100,IN,Medium,Remote
2022,Entry-level,Full-time,Research Scientist,129200,US,100,US,Large,Remote
2022,Mid-level,Full-time,Data Scientist,122800,CA,0,CA,Medium,Onsite
2024,Senior,Full-time,Machine Learning Engineer,247800,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Engineer,125000,CA,0,CA,Large,Onsite
2021,Senior,Full-time,Data Scientist,159800,US,100,US,Large,Remote
2023,Senior,Full-time,Business Intelligence Analyst,142900,US,50,US,Medium,Hybrid
2024,Entry-level,Full-time,Data Engineer,123500,BR,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Scientist,166900,US,100,US,Medium,Remote
2023,Senior,Full-time,Data Analyst,161000,US,0,US,Small,Onsite
2024,Senior,Full-time,Data Engineer,142000,FR,50,FR,Medium,Hybrid
2024,Senior,Full-time,Data Scientist,230500,US,100,US,Small,Remote
2021,Mid-level,Full-time,Research Scientist,141700,CA,50,CA,Medium,Hybrid
2024,Entry-level,Full-time,Data Analyst,87700,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Scientist,201300,US,100,US,Small,Remote
2020,Entry-level,Full-time,AI Engineer,78700,US,50,US,Large,Hybrid
2023,Senior,Full-time,Data Engineer,202900,US,0,US,Small,Onsite
2023,Senior,Full-time,Data Analyst,87200,ES,100,ES,Medium,Remote
2020,Entry-level,Part-time,Data Analyst,24500,DE,100,DE,Large,Remote
2024,Mid-level,Full-time,Data Analyst,130100,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Architect,176400,DE,100,DE,Large,Remote
2024,Senior,Full-time,Data Analyst,136700,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Analyst,116400,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Engineer,97900,GB,0,GB,Small,Onsite
2023,Mid-level,Full-time,Data Engineer,170800,US,0,US,Large,Onsite
2024,Senior,Full-time,Data Analyst,106700,GB,50,GB,Small,Hybrid
2021,Senior,Full-time,Analytics Engineer,141500,AU,100,AU,Large,Remote
2024,Mid-level,Full-time,Analytics Engineer,92700,FR,0,FR,Small,Onsite
2023,Executive,Full-time,Machine Learning Engineer,222300,DE,0,DE,Medium,Onsite
2022,Mid-level,Full-time,Research Scientist,63900,PL,100,PL,Medium,Remote
2021,Senior,Full-time,Machine Learning Engineer,111700,PT,100,PT,Medium,Remote
2020,Senior,Full-time,Machine Learning Engineer,165600,CA,100,CA,Medium,Remote
2023,Senior,Full-time,AI Engineer,179800,US,0,US,Medium,Onsite
2021,Mid-level,Full-time,Data Analyst,98000,CH,100,CH,Small,Remote
2023,Senior,Full-time,Analytics Engineer,156100,US,100,US,Medium,Remote
2023,Senior,Full-time,Analytics Engineer,218500,FR,100,AU,Large,Remote
2021,Mid-level,Full-time,Data Science Manager,185000,US,100,US,Large,Remote
2024,Senior,Full-time,Analytics Engineer,172800,US,50,US,Medium,Hybrid
2023,Executive,Full-time,Data Scientist,348100,US,100,US,Large,Remote
2024,Entry-level,Full-time,Data Science Manager,99300,DE,0,DE,Large,Onsite
2024,Mid-level,Full-time,Data Scientist,106900,FR,100,FR,Medium,Remote
2024,Senior,Full-time,Data Scientist,178900,CA,100,CA,Medium,Remote
2023,Senior,Full-time,Analytics Engineer,179000,US,50,US,Medium,Hybrid
2022,Mid-level,Full-time,Data Analyst,127200,US,100,US,Small,Remote
2023,Senior,Full-time,Data Scientist,217300,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Analyst,120500,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Analyst,46800,PL,0,PL,Medium,Onsite
2024,Entry-level,Full-time,Machine Learning Engineer,152300,US,0,US,Large,Onsite
2024,Senior,Full-time,Data Engineer,58800,BR,100,BR,Large,Remote
2022,Mid-level,Full-time,Research Scientist,176000,US,100,US,Large,Remote
2022,Mid-level,Full-time,Analytics Engineer,75600,FR,50,FR,Medium,Hybrid
2022,Senior,Full-time,Data Scientist,177600,CA,0,CA,Large,Onsite
2022,Entry-level,Full-time,AI Engineer,144900,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,167600,US,100,US,Medium,Remote
2020,Mid-level,Full-time,Machine Learning Engineer,165500,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Data Science Manager,201300,US,50,US,Medium,Hybrid
2023,Executive,Full-time,Business Intelligence Analyst,160800,FR,50,FR,Large,Hybrid
2022,Mid-level,Full-time,Data Scientist,118700,US,50,US,Large,Hybrid
2021,Entry-level,Part-time,AI Engineer,48000,FR,100,FR,Medium,Remote
2023,Senior,Full-time,Machine Learning Engineer,234200,US,0,US,Medium,Onsite
2024,Executive,Full-time,Data Engineer,148800,ES,0,ES,Small,Onsite
2021,Executive,Full-time,Data Analyst,173800,AU,100,AU,Medium,Remote
2022,Senior,Full-time,Data Analyst,162300,US,50,US,Large,Hybrid
2023,Mid-level,Full-time,Data Analyst,98100,US,0,US,Medium,Onsite
2024,Senior,Full-time,Machine Learning Engineer,234600,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Scientist,183300,ES,100,ES,Large,Remote
2023,Senior,Full-time,Machine Learning Engineer,192400,GB,50,GB,Medium,Hybrid
2023,Mid-level,Full-time,Data Engineer,162400,US,100,US,Medium,Remote
2024,Senior,Full-time,Data Analyst,151000,US,0,US,Large,Onsite
2021,Senior,Full-time,AI Engineer,172600,DE,0,DE,Medium,Onsite
2022,Mid-level,Full-time,Data Scientist,201500,US,0,US,Large,Onsite
2024,Entry-level,Full-time,Data Analyst,25100,BR,0,BR,Small,Onsite
2024,Senior,Full-time,Data Scientist,139700,JP,100,JP,Small,Remote
2022,Mid-level,Full-time,Data Analyst,119000,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,AI Engineer,202100,US,100,US,Medium,Remote
2022,Mid-level,Full-time,Data Analyst,81300,CA,50,CA,Medium,Hybrid
2024,Mid-level,Full-time,Research Scientist,111500,DE,100,DE,Large,Remote
2023,Mid-level,Full-time,Data Analyst,98000,US,0,US,Small,Onsite
2024,Executive,Full-time,Data Engineer,89100,BR,0,BR,Small,Onsite
2020,Senior,Full-time,Business Intelligence Analyst,119300,US,50,US,Medium,Hybrid
2020,Mid-level,Full-time,Data Scientist,105000,DE,0,DE,Medium,Onsite
2023,Senior,Full-time,Data Scientist,194100,US,50,US,Large,Hybrid
2023,Mid-level,Full-time,Analytics Engineer,80600,PT,100,PT,Large,Remote
2024,Entry-level,Full-time,Data Analyst,91200,US,100,US,Large,Remote
2024,Senior,Full-time,Data Scientist,189600,GB,100,GB,Medium,Remote
2024,Mid-level,Full-time,Business Intelligence Analyst,51600,IN,0,IN,Large,Onsite
